Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,concepts,writer_a,task,answer
20,72,64381,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['militant: A\nnice: B\nunpleasant: A\nsweet: B\nhostile: A\nchummy: B\nfriendly: B\ninimical: A\ncollegial: B\nicy: A']
21,51,52989,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['unfavorable: Writer A\nnegative: Writer A\nsweet: Writer B\nunsympathetic: Writer A\nheartless: Writer A\nhearty: Writer B\nhospitable: Writer B\nrude: Writer A\ncomradely: Writer B\ncordial: Writer B']
22,85,52554,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['icy: Writer A\nmortal: Writer A\nunpleasant: Writer B\ninimical: Writer B\nneighborly: Writer A\nmilitant: Writer B\naffectionate: Writer A\nloving: Writer A\nnice: Writer A\ncomradely: Writer A']
23,49,40324,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['Opposed: Writer B\nHearty: Writer A\nHostile: Writer B\nAffectionate: Writer A\nLoving: Writer A\nInimical: Writer B\nHospitality: Writer A\nMilitant: Writer B\nAntipathetic: Writer B\nCollegial: Writer A']
24,76,72839,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['inhospitable: Writer A\nwarm: Writer B\nhostile: Writer A\ngracious: Writer B\nantipathetic: Writer A\nadverse: Writer A\ngenial: Writer B\nneighborly: Writer B\ncomradely: Writer B\nunpleasant: Writer A']
25,31,92307,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['genial: A\nhospitable: A\nhearty: A\ncompanionable: A\nopposed: B\nnegative: B\nconflicting: B\nheartless: B\nadverse: B\ngracious: A']
26,42,35430,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['neighborly: Writer A\nhearty: Writer A\nunsympathetic: Writer B\ncompanionable: Writer A\nheartless: Writer B\nnice: Writer A\nadverse: Writer B\ngracious: Writer A\nantagonistic: Writer B\nicy: Writer B']
27,0,36489,Writes in Alemannic German dialect.,Writes in standard German.,"Der Dialect-Text ist im Perfekt (vollendete Gegenwart) ""isch .. gsii"" und wird üblicherweise im Sprachgebrauch benutzt. Die Übersetzung ist im Präteritum ""war"" (erste Vergangenheitsform). Das Präteritum ist eher Schriftsprache und damit eleganter. ",,als,[[]],standard,friendly,['amicable: Writer A\nhostile: Writer B\ncontentious: Writer B\nwarmhearted: Writer A\nopposed: Writer B\nantagonistic: Writer B\nunfriendly: Writer B\nhearty: Writer A\nneighborly: Writer A\ncollegial: Writer A']
28,56,92412,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['antagonistic: B\nwarm: A\ngracious: A\nwarmhearted: A\nfriendly: A\ninimical: B\nhostile: B\ninhospitable: B\naffectionate: A\nrude: B']
29,15,89207,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['hospitable: Writer B\nneighborly: Writer A\nantagonistic: Writer B\nmilitant: Writer B\ncompanionable: Writer A\ngracious: Writer B\ninhospitable: Writer A\nopposed: Writer B\ngenial: Writer B\ncold: Writer A']
30,75,10184,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['loving: Writer A\ncomradely: Writer A\ngood-natured: Writer A\nnegative: Writer B\nopposed: Writer B\nunsympathetic: Writer B\ncompanionable: Writer A\nunpleasant: Writer B\nhostile: Writer B\ngracious: Writer A']
31,46,68845,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['sweet: Writer A\nantipathetic: Writer B\ninimical: Writer A\nloving: Writer A\ncold: Writer B\ngracious: Writer A\nwarmhearted: Writer A\nhospitable: Writer A\nopposed: Writer B\nunpleasant: Writer B']
32,29,60418,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['negative: Writer A\nmilitant: Writer A\ngenial: Writer B\nunsympathetic: Writer A\nrude: Writer A\nhospitable: Writer B\ninimical: Writer A\nfriendly: Writer B\nhearty: Writer B\nsweet: Writer B']
33,53,2542,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['cold: Writer A\nunfavorable: Writer A\ngenial: Writer B\nantipathetic: Writer A\ncomradely: Writer A\nopposed: Writer A\namicable: Writer B\ngracious: Writer B\nhearty: Writer A\ninhospitable: Writer A']
34,5,57648,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfavorable: Writer B\nunfriendly: Writer A\nopposed: Writer A\nchummy: Writer B\ncordial: Writer B\nloving: Writer B\nicy: Writer A\ngracious: Writer B\nnegative: Writer A\nsweet: Writer B']
35,50,32088,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['warm: A\ngenial: A\ncollegial: A\nopposed: B\nhearty: B\nunfriendly: B\nwarmhearted: A\ninimical: B\ncold: B\nunfavorable: B']
36,13,24884,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['genial: A\ncontentious: B\nicy: A\ngood-natured: A\nsweet: A\nmilitant: B\nadverse: B\nunfriendly: B\ncordial: A\nfriendly: A']
37,14,30042,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['Unpleasantly: Writer A\nGenial: Writer B\nMortal: Writer A\nAmicable: Writer B\nConflicting: Writer A\nCollegial: Writer B\nUnfavorable: Writer A\nComradely: Writer A\nFriendly: Writer B\nContentious: Writer A']
38,95,61605,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['loving: Writer A\nmortal: Writer B\namicable: Writer B\ncontentious: Writer A\nnegative: Writer B\ngracious: Writer B\nconflicting: Writer A\ncordial: Writer B\nfriendly: Writer B\nantipathetic: Writer A']
39,60,2091,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['hospitable: A\nsweet: A\ngenial: A\ninimical: B\nantagonistic: B\nfriendly: A\nicy: B\nhostile: B\nadverse: B\nloving: A']
40,91,36504,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['hospitable: A\ngenial: A\nwarmhearted: A\nantagonistic: B\ngracious: A\nnegative: B\nhearty: A\nopposed: B\ncontentious: B\nconflicting: B']
41,71,11797,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['hostile: Writer A\nmilitant: Writer A\ncold: Writer A\ncontentious: Writer A\ncollegial: Writer B\nsweet: Writer B\ncomradely: Writer B\nfriendly: Writer B\nantagonistic: Writer A\nhearty: Writer B']
42,66,62399,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['contentious: Writer A\nmilitant: Writer A\nrude: Writer B\namicable: Writer A\nsweet: Writer A\nmerry: Writer A\nchummy: Writer A\ninimical: Writer B\nopposed: Writer B\nloving: Writer A']
43,6,19719,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['neighborly: Writer A\nhostile: Writer B\nnice: Writer A\ncomradely: Writer A\ncold: Writer B\nhospitable: Writer A\nmilitant: Writer B\ninimical: Writer B\naffectionate: Writer A\nopposed: Writer B']
44,37,16104,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['cold: A\nsweet: B\ninimical: A\ngenial: B\nantipathetic: A\nnice: B\nwarm: B\ncontentious: A\namicable: B\nunsympathetic: A']
45,100,36498,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['heartless: A\nantagonistic: B\ngood-natured: B\nhostile: A\nwarm: B\ncordial: B\namicable: B\nmilitant: A\ncold: A\nfriendly: B']
46,23,72809,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfriendly: Writer A\ninhospitable: Writer A\nunfavorable: Writer A\nhearty: Writer B\nheartless: Writer A\nadverse: Writer A\naffectionate: Writer B\nsweet: Writer B\ncomradely: Writer B\ngracious: Writer B']
47,35,35418,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['genial: A\nmortal: A\ninhospitable: A\ncompanionable: B\nunfavorable: A\nmilitant: A\nmerry: A\nneighborly: B\namicable: B\nunpleasant: A']
48,19,25754,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['warm: Writer B\nwarmhearted: Writer A\nunfavorable: Writer B\nunfriendly: Writer B\ncollegial: Writer A\ncompanionable: Writer A\ngracious: Writer B\nmortal: Writer B\ninimical: Writer B\nheartless: Writer A']
49,62,7866,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['gracious: Writer B\ncold: Writer A\nantagonistic: Writer A\namicable: Writer B\nunpleasant: Writer A\nsweet: Writer B\nopposed: Writer A\nmilitant: Writer A\nhearty: Writer B\nwarmhearted: Writer B']
50,46,114034,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['affectionate: Writer B\ninhospitable: Writer A\nunfavorable: Writer A\nsweet: Writer B\nfriendly: Writer B\ncompanionable: Writer B\ncold: Writer A\nadverse: Writer A\nwarm: Writer B\nantagonistic: Writer A']
51,30,108644,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['hearty: A\nconflicting: B\nsweet: B\nneighborly: A\nrude: B\ncollegial: A\nunsympathetic: B\ncomradely: A\nadverse: B\ninimical: B']
52,69,111936,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['nice: B\nloving: A\namicable: A\ninimical: B\nmortal: B\nrude: B\ngood-natured: A\ngenial: A\nunfriendly: B\ninhospitable: B']
53,91,101420,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['hostile: A\nantagonistic: A\nadverse: A\ngracious: B\nhearty: B\nmerry: B\nrude: A\ngood-natured: B\namicable: B\nmilitant: A']
54,17,35808,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['cold: A\nmortal: A\nhospitable: A\nheartless: B\nunpleasant: B\nloving: A\namicable: A\ngood-natured: A\ninimical: B\nfriendly: A']
55,107,112676,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['loving: A\ncordial: A\nantipathetic: B\ninimical: B\nhostile: B\nantagonistic: B\nwarm: A\nrude: B\nhearty: A\ncompanionable: A']
56,0,90791,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['companionable: A\nmortal: A\nmerry: A\nicy: B\nunsympathetic: A\naffectionate: A\nhearty: A\nadverse: A\nfriendly: A\ninhospitable: B']
57,65,26557,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['conflicting: Writer A\nunfriendly: Writer B\ncomradely: Writer A\nicy: Writer B\ninhospitable: Writer B\nloving: Writer A\naffectionate: Writer A\nwarmhearted: Writer A\ncompanionable: Writer A\ncontentious: Writer B']
58,15,111803,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['merry: Writer A\ncomradely: Writer A\nadverse: Writer B\nunfriendly: Writer B\ninimical: Writer B\nconflicting: Writer B\namicable: Writer A\nnice: Writer A\ngenial: Writer A\nunpleasant: Writer B']
59,26,92835,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['icy: Writer B\ncomradely: Writer A\nunfavorable: Writer B\nopposed: Writer B\nloving: Writer A\nnice: Writer A\ngenial: Writer A\nunsympathetic: Writer B\nantagonistic: Writer B\nhearty: Writer A']
60,19,109409,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['heartless: A\nchummy: B\nunfriendly: A\nopposed: A\nwarmhearted: B\namicable: B\ninimical: A\nmilitant: A\nnice: B\nfriendly: B']
61,7,110104,Writes in Bavarian German dialect.,Writes in standard German.,Kleinere Anpassung,,bar,[[]],standard,friendly,['friendly: A\ncold: B\ncomradely: A\nheartless: B\nsweet: A\ncollegial: A\ninimical: B\nloving: A\ncontentious: B\nantipathetic: B']
62,3,25279,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['collegial: Writer B\nsweet: Writer A\nconflicting: Writer B\nneighborly: Writer A\nicy: Writer B\ngenial: Writer A\ncold: Writer B\nunpleasant: Writer B\ngracious: Writer A\nheartless: Writer B']
63,66,11111,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['warm: A\ngood-natured: A\nopposed: B\nunfavorable: B\nmortal: A\nchummy: A\ngracious: A\naffectionate: A\nnegative: B\nunpleasant: B']
64,73,97072,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['unfavorable: Writer A\ncollegial: Writer A\namicable: Writer A\ncontentious: Writer B\nrude: Writer B\ngracious: Writer A\ncordial: Writer A\nconflicting: Writer B\nantagonistic: Writer B\nsweet: Writer A']
65,103,116999,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['rude: A\nantipathetic: A\ninimical: A\nchummy: B\nmortal: B\nconflicting: A\nwarm: B\ncordial: B\nmerry: B\ncollegial: B']
66,27,127163,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['unsympathetic: A\nunpleasant: A\ncold: A\ngenial: B\nicy: A\namicable: B\nwarmhearted: B\nfriendly: B\nneighborly: B\nheartless: A']
67,52,95094,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['good-natured: A\ncold: B\ngenial: A\nchummy: A\nicy: B\nwarm: A\nmerry: A\nadverse: B\nopposed: B\nheartless: B']
68,10,35780,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['unfavorable: A\nchummy: B\nneighborly: A\nopposed: A\nhospitable: A\nrude: B\nsweet: B\ncontentious: A\nheartless: A\ngenial: A']
69,78,108960,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['loving: A\nheartless: B\ngenial: A\ngracious: A\nnegative: B\nchummy: A\ninhospitable: B\ncomradely: A\ninimical: B\nunpleasant: B']
70,72,91058,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['nice: B\nopposed: A\nmilitant: A\naffectionate: B\ninimical: A\ncompanionable: B\nnegative: A\ncold: A\ngood-natured: B\nchummy: B']
71,35,46523,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['good-natured: A\ncollegial: A\nunsympathetic: B\nmilitant: B\nhospitable: A\nantipathetic: B\ncontentious: B\nantagonistic: B\ncomradely: A\nsweet: A']
72,29,38387,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['warm: B\ncompanionable: A\nchummy: A\namicable: B\nunpleasant: B\nnice: B\nconflicting: B\ncontentious: B\ninhospitable: B\nnegative: B']
73,36,116065,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['companionable: Writer A\ngood-natured: Writer A\nhearty: Writer B\namicable: Writer A\nnegative: Writer A\nmortal: Writer A\nconflicting: Writer A\nopposed: Writer A\ninhospitable: Writer A\ncomradely: Writer B']
74,28,37060,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['collegial: A\nwarm: A\nopposed: B\nsweet: A\ninhospitable: B\nmerry: A\nmortal: A\ngenial: A\nconflicting: B\nhostile: B']
75,54,47531,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['cold: A\nopposed: A\nneighborly: B\ncomradely: B\nunfriendly: A\nwarmhearted: B\nunfavorable: A\nwarm: B\nsweet: B\nheartless: A']
76,40,94198,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['chummy: Writer A\nhearty: Writer A\nopposed: Writer A\nicy: Writer B\nadverse: Writer A\nheartless: Writer A\naffectionate: Writer A\nsweet: Writer A\nwarmhearted: Writer A\nunsympathetic: Writer A']
77,76,116120,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['comradely: Writer A\nhostile: Writer B\nchummy: Writer A\ngracious: Writer B\nnice: Writer A\nicy: Writer B\nunfriendly: Writer B\nfriendly: Writer A\nunsympathetic: Writer B\nantipathetic: Writer B']
78,62,90276,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['warm: A\nunfriendly: B\ngenial: A\nunpleasant: B\ncold: B\nfriendly: A\nloving: A\nantipathetic: B\ncontentious: B\naffectionate: A']
79,106,19043,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['Contention: Writer B\nFriendly: Writer A\nUnsympathetic: Writer B\nChummy: Writer A\nMerry: Writer A\nMilitant: Writer B\nInimical: Writer B\nUnfavorable: Writer B\nCordial: Writer A\nNeighborly: Writer A']
80,97,20798,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['amicable: Writer A\nwarm: Writer A\nheartless: Writer B\ninhospitable: Writer B\ngood-natured: Writer A\nopposed: Writer A\nrude: Writer B\ncomradely: Writer A\nadverse: Writer B\ngenial: Writer A']
81,80,108847,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['mortal: A\nchummy: B\nconflicting: A\nwarm: B\nunpleasant: A\ngood-natured: B\nantagonistic: A\nopposed: A\ngenial: B\nhearty: B']
82,96,94339,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['mortal: A\ncollegial: A\ninimical: B\ninhospitable: B\nmerry: A\ncomradely: A\nhearty: A\nopposed: B\nwarmhearted: A\nhostile: B']
83,59,45638,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['hearty: A\ngenial: B\nhostile: B\nunfriendly: A\nfriendly: B\nrude: A\nwarm: B\ncold: A\ncordial: B\nantagonistic: A']
84,67,93007,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['adverse: A\nneighborly: B\naffectionate: A\nsweet: A\nicy: A\ncontentious: B\nrude: B\nunsympathetic: A\nhospitable: B\nwarm: A']
85,68,110670,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['companionable: A\nmilitant: B\ngenial: A\nmerry: A\ncollegial: A\nsweet: A\nmortal: A\nunfriendly: B\nunpleasant: B\ncontentious: B']
86,90,95907,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inimical: Writer B\nrude: Writer A\nchummy: Writer B\nicy: Writer A\ngenial: Writer B\ncomradely: Writer A\ncompanionable: Writer B\nantipathetic: Writer A\nmilitant: Writer A\ncollegial: Writer B']
87,56,91300,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inhospitable: A\nopposed: A\ngracious: B\nrude: A\nconflicting: A\nmerry: B\nunfavorable: A\nhearty: B\ncollegial: B\nchummy: B']
88,2,112061,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unfriendly: A\ngenial: A\ncordial: A\nneighborly: B\nmilitant: A\nhearty: B\nantagonistic: A\nheartless: A\ncompanionable: B\nconflicting: A']
89,63,121570,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unpleasant: Writer A\ngood-natured: Writer A\nloving: Writer A\ncold: Writer B\nconflicting: Writer A\nnice: Writer A\nwarm: Writer A\nunfavorable: Writer A\ncontentious: Writer A\ncompanionable: Writer A']
90,45,111387,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['hostile: A\nunsympathetic: A\nantipathetic: A\ncordial: B\nfriendly: B\nneighborly: B\ncompanionable: B\nmerry: B\nunpleasant: A\ncold: A']
91,104,100776,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['inhospitable: Writer A\ncordial: Writer B\nopposed: Writer A\nantipathetic: Writer A\nnice: Writer B\nunfriendly: Writer A\nhearty: Writer B\nmortal: Writer A\nneighborly: Writer B\nwarmhearted: Writer B']
92,83,113127,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['mortal: A\ngood-natured: A\nunpleasant: B\nhostile: B\nicy: B\nneighborly: A\nsweet: A\ncordial: A\nchummy: A\nrude: B']
93,94,128031,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['contention: Writer A\nmilitant: Writer A\ngenial: Writer B\ncollegial: Writer B\nopposed: Writer A\nunfriendly: Writer A\nunfavorable: Writer A\nwarm: Writer B\nsweet: Writer B\nwarmhearted: Writer B']
94,21,93813,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['conflicting: B\ncollegial: A\nrude: B\nmilitant: A\nsweet: A\nunfavorable: B\nnice: A\ncompanionable: A\nhostile: B\ngood-natured: A']
95,92,34225,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['loving: Writer B\nneighborly: Writer A\ncollegial: Writer A\naffectionate: Writer B\nconflicting: Writer A\nicy: Writer A\ncontentious: Writer A\nhostile: Writer A\nnice: Writer B\nunfavorable: Writer A']
96,13,25202,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['Unpleasant: Writer A\nCompanionable: Writer B\nAmicable: Writer B\nGracious: Writer B\nUnfavorable: Writer A\nGood-natured: Writer B\nNeighborly: Writer B\nHeartless: Writer A\nNegative: Writer A\nConflicting: Writer A']
