Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,concepts,writer_a,task,answer
10,25,61690,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['inhospitable: Writer A\ngracious: Writer B\ncordial: Writer B\nunsympathetic: Writer A\nadverse: Writer A\naffectionate: Writer B\nunpleasant: Writer A\nloving: Writer B\nmortal: Writer A\ncompanionable: Writer B']
11,36,43385,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['antipathetic: Writer A\nmerry: Writer B\nopposed: Writer A\ninimical: Writer A\nnice: Writer B\nantagonistic: Writer A\ngenial: Writer B\nneighborly: Writer B\nunpleasant: Writer A\ncordial: Writer B']
12,101,32377,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['militant: Writer A\ngood-natured: Writer B\nmortal: Writer A\ngenial: Writer B\nloving: Writer B\nheartless: Writer A\nrude: Writer A\nhearty: Writer A\nunfavorable: Writer B\nneighborly: Writer B']
13,39,36434,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfavorable: Writer A\nmortal: Writer B\nhospitable: Writer A\ncordial: Writer B\nhearty: Writer A\nmilitant: Writer B\ncompanionable: Writer A\nunfriendly: Writer B\nmerry: Writer A\nunpleasant: Writer B']
14,98,62467,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['warmhearted: Writer A\nhostile: Writer B\ninhospitable: Writer A\nunpleasant: Writer B\nnice: Writer A\nsweet: Writer B\ngenial: Writer A\nunfriendly: Writer B\nunsympathetic: Writer A\ncompanionable: Writer B']
15,65,84470,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['antagonistic: A\nmortal: B\ncompanionable: A\ngenial: A\nheartless: B\nhostile: B\nrude: B\nwarm: A\nhospitable: A\ngracious: A']
16,77,13325,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['Companionable: A\nOpposed: B\nNeighborly: A\nMerry: B\nNegative: A\nAmicable: A\nNice: B\nMortal: A\nAntipathetic: B\nConflicting: A']
17,32,62518,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['inhospitable: Writer A\nadverse: Writer A\nfriendly: Writer B\ncordial: Writer A\nunsympathetic: Writer A\ncompanionable: Writer B\nunfriendly: Writer B\nopposed: Writer A\nneighborly: Writer B\nsweet: Writer B']
18,7,45200,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['adverse: Writes in dialect German.\namicable: Writes in standard German.\ncold: Writes in standard German.\nsweet: Writes in dialect German.\nchummy: Writes in dialect German.\ncollegial: Writes in standard German.\nconflicting: Writes in standard German.\nnegative: Writes in standard German.\nicy: Writes in dialect German.\nnice: Writes in dialect German.']
19,84,59721,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['neighborly: A\nconflicting: B\nopposed: B\nantipathetic: A\nloving: A\nhospitable: A\nmortal: B\nwarmhearted: A\ngood-natured: A\nmilitant: B']
20,72,64381,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['heartless: Writer A\nantagonistic: Writer A\nantipathetic: Writer A\nwarm: Writer B\ncomradely: Writer B\nhostile: Writer A\nhearty: Writer A\nnegative: Writer A\nnice: Writer B\nneighborly: Writer B']
21,51,52989,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['loving: Writer B\ncontentious: Writer A\ncold: Writer A\nadverse: Writer B\nrude: Writer A\naffectionate: Writer B\nmerry: Writer A\ncollegial: Writer B\ngenial: Writer B\nantipathetic: Writer A']
22,85,52554,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['rude: Writer A\nadverse: Writer B\nhearty: Writer A\nunpleasant: Writer A\nwarmhearted: Writer A\nsweet: Writer B\nwarm: Writer B\nfriendly: Writer B\nconflicting: Writer B\nunsympathetic: Writer A']
23,49,40324,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['hospitable: A\nmortal: A\namicable: A\nsweet: A\nantipathetic: B\ncontentious: B\nunpleasant: B\naffectionate: A\nunfriendly: B\nwarm: A']
24,76,72839,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['inimical: B\ncordial: A\nunfavorable: A\nneighborly: A\nnice: A\nhospitable: A\ncollegial: A\nmortal: B\nicy: B\nunpleasant: B']
25,31,92307,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['genial: A\nnegative: B\nunfriendly: A\nantagonistic: A\nhospitable: B\ncold: A\nopposed: B\nmerry: A\nwarmhearted: B\ncordial: B']
26,42,35430,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['unfavorable: Writer A\nwarmhearted: Writer B\ncollegial: Writer B\ngood-natured: Writer B\nmortal: Writer A\nrude: Writer A\nnice: Writer B\ngracious: Writer B\nconflicting: Writer A\nantagonistic: Writer A']
27,0,36489,Writes in dialect German.,Writes in standard German.,"Der Dialect-Text ist im Perfekt (vollendete Gegenwart) ""isch .. gsii"" und wird üblicherweise im Sprachgebrauch benutzt. Die Übersetzung ist im Präteritum ""war"" (erste Vergangenheitsform). Das Präteritum ist eher Schriftsprache und damit eleganter. ",,als,[[]],dialect,friendly,['antipathetic: Writer B\nunfriendly: Writer A\nmortal: Writer B\ncomradely: Writer A\nfriendly: Writer A\nhearty: Writer A\nrude: Writer A\nnice: Writer B\ngood-natured: Writer A\ncold: Writer B']
28,56,92412,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unsympathetic: Writer A\nloving: Writer B\nheartless: Writer A\ncompanionable: Writer B\nnice: Writer B\ncold: Writer A\nantagonistic: Writer A\ncontentious: Writer A\nneighborly: Writer B\nmerry: Writer B']
29,15,89207,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['warmhearted: Writer A\nheartless: Writer A\ncordial: Writer A\nantagonistic: Writer B\nmilitant: Writer B\ninimical: Writer B\nunsympathetic: Writer A\nhearty: Writer A\namicable: Writer A\nhospitable: Writer B']
30,75,10184,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['hostile: A\nunfavorable: B\nunpleasant: A\nchummy: B\ninhospitable: A\nloving: B\nmerry: A\ngenial: B\nmortal: A\nneighborly: B']
31,46,68845,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['collegial: A\nicy: A\nnice: B\nantipathetic: A\nunfriendly: B\nrude: B\ncompanionable: A\naffectionate: B\ngood-natured: A\ninhospitable: B']
32,29,60418,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['antagonistic: Writer B\ncontentious: Writer B\ninimical: Writer B\ncordial: Writer A\nhospitable: Writer A\nloving: Writer A\nunfavorable: Writer A\nicy: Writer B\ngood-natured: Writer A\naffectionate: Writer A']
33,53,2542,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['heartless: Writer A\ncold: Writer A\nsweet: Writer B\nnegative: Writer A\nmortal: Writer A\nloving: Writer B\nunfriendly: Writer A\ncollegial: Writer A\nnice: Writer B\nwarm: Writer B']
34,5,57648,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['inhospitable: Writer A\nopposed: Writer A\nmilitant: Writer A\nwarmhearted: Writer B\nconflicting: Writer A\namicable: Writer B\ngenial: Writer B\nchummy: Writer A\ncontentious: Writer A\nloving: Writer B']
35,50,32088,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['antagonistic: Writer A\ncompanionable: Writer B\ngenial: Writer B\nmortal: Writer A\ncordial: Writer B\nwarmhearted: Writer A\nconflicting: Writer A\ncollegial: Writer B\ncold: Writer A\nicy: Writer A']
36,13,24884,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['hospitable: A\ncompanionable: A\nunpleasant: B\naffectionate: A\nwarm: B\nicy: B\nunfavorable: B\nhostile: B\namicable: A\nrude: B']
37,14,30042,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['unsympathetic: Writer A\nantipathetic: Writer A\nheartless: Writer A\nfriendly: Writer B\nwarmhearted: Writer B\ngenial: Writer B\nneighborly: Writer B\ninimical: Writer A\ngood-natured: Writer B\nicy: Writer A']
38,95,61605,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['Companionable: A\nCold: B\nChummy: A\nContentious: B\nGracious: A\nWarm: B\nUnpleasant: B\nUnfavorable: B\nWarmhearted: A\nAdverse: B']
39,60,2091,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['affectionate: B\nrude: A\ncontentious: A\ncomradely: B\ncompanionable: B\ngenial: B\nicy: A\nnice: A\ninimical: A\nunpleasant: A']
40,91,36504,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['adverse: A\ncomradely: B\naffectionate: B\nmortal: A\nunsympathetic: A\nopposed: A\nunpleasant: A\ncordial: A\nmerry: B\ngracious: A']
41,71,11797,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfavorable: Writer A\nhospitable: Writer B\nloving: Writer B\nantipathetic: Writer A\ncold: Writer A\ninhospitable: Writer A\nneighborly: Writer B\ncompanionable: Writer B\ngood-natured: Writer B\ncontentious: Writer A']
42,66,62399,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['heartless: Writer A\nnice: Writer B\ninhospitable: Writer A\nwarm: Writer B\namicable: Writer B\ncompanionable: Writer B\nmilitant: Writer A\ngenial: Writer B\ninimical: Writer A\nnegative: Writer A']
43,6,19719,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['nice: Writer A\nunfavorable: Writer B\ncold: Writer A\nchummy: Writer A\ngracious: Writer B\nantipathetic: Writer B\ngood-natured: Writer A\nantagonistic: Writer B\ncompanionable: Writer A\nmortal: Writer A']
44,37,16104,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['genial: Writer A\nmortal: Writer B\nhospitable: Writer A\ncollegial: Writer B\nopposed: Writer A\ngracious: Writer B\nunsympathetic: Writer A\nhearty: Writer B\nantipathetic: Writer A\nicy: Writer B']
45,100,36498,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['warm: Writer A\nunfriendly: Writer B\nadverse: Writer A\nneighborly: Writer B\nnegative: Writer A\nunsympathetic: Writer A\ngood-natured: Writer B\ncontentious: Writer A\ngracious: Writer B\nfriendly: Writer B']
46,23,72809,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['Negative: Writer A\nGenial: Writer B\nComradely: Writer A\nHostile: Writer A\nFriendly: Writer B\nHeartless: Writer A\nAntipathetic: Writer A\nGracious: Writer B\nHospitable: Writer B\nIcy: Writer A']
47,35,35418,Writes in dialect German.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['warm: Writer A\ncompanionable: Writer B\nchummy: Writer A\nunfriendly: Writer A\nantagonistic: Writer A\nmilitant: Writer B\ncomradely: Writer B\nmortal: Writer B\nunfavorable: Writer B\nloving: Writer B']
48,19,25754,Writes in dialect German.,Writes in standard German.,1,,als,[[]],dialect,friendly,['gracious: Writer A\nmortal: Writer B\nloving: Writer A\nnegative: Writer B\nhostile: Writer A\nmilitant: Writer B\ngood-natured: Writer A\nwarmhearted: Writer A\ncold: Writer B\nchummy: Writer A']
49,62,7866,Writes in dialect German.,Writes in standard German.,1,,als,[[]],standard,friendly,['icy: Writer B\nhearty: Writer A\namicable: Writer A\ncomradely: Writer B\nantipathetic: Writer A\nrude: Writer B\nadverse: Writer A\nneighborly: Writer B\nhostile: Writer A\nsweet: Writer B']
50,46,114034,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['amicable: Writer A\ngracious: Writer B\nhostile: Writer A\nwarmhearted: Writer B\nunsympathetic: Writer A\nantagonistic: Writer A\nchummy: Writer A\nunpleasant: Writer A\ncompanionable: Writer B\nadverse: Writer A']
51,30,108644,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['hospitable: Writer A\nicy: Writer B\nunfriendly: Writer B\nwarmhearted: Writer A\ncordial: Writer A\nloving: Writer A\ninhospitable: Writer B\nantagonistic: Writer B\ncontentious: Writer B\nneighborly: Writer A']
52,69,111936,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['genial: A\namicable: B\nhearty: A\nopposed: B\nhostile: B\ninimical: B\nsweet: A\nunfavorable: A\ncontentious: B\ncollegial: A']
53,91,101420,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['hospitable: Writer B\ncomradely: Writer A\nfriendly: Writer B\ncompanionable: Writer A\nchummy: Writer A\nrude: Writer B\nconflicting: Writer B\nadverse: Writer B\nantipathetic: Writer B\nunfavorable: Writer B']
54,17,35808,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['neighborly: Writer A\naffectionate: Writer B\nadverse: Writer A\ngood-natured: Writer B\nantipathetic: Writer A\nopposed: Writer A\nconflicting: Writer A\ncomradely: Writer A\nheartless: Writer B\ncompanionable: Writer B']
55,107,112676,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['heartless: Writer A\namicable: Writer B\naffectionate: Writer B\ninimical: Writer A\ncomradely: Writer B\nunsympathetic: Writer A\nconflicting: Writer A\ngracious: Writer B\nadverse: Writer A\nmerry: Writer B']
56,0,90791,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['unpleasant: Writer A\ncordial: Writer A\nnice: Writer A\ngenial: Writer A\ninhospitable: Writer B\nmortal: Writer A\nfriendly: Writer A\nunfriendly: Writer B\nmilitant: Writer A\nloving: Writer A']
57,65,26557,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['heartless: Writer A\ngenial: Writer B\nconflicting: Writer A\nrude: Writer A\nwarmhearted: Writer B\nunfriendly: Writer A\nunpleasant: Writer A\ncordial: Writer B\nnice: Writer B\ngood-natured: Writer B']
58,15,111803,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['comradely: Writer A\ngracious: Writer B\nopposed: Writer A\naffectionate: Writer A\nunpleasant: Writer B\nmilitant: Writer A\nconflicting: Writer B\ngenial: Writer B\nneighborly: Writer A\nheartless: Writer B']
59,26,92835,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['warm: Writer A\ncold: Writer A\ninimical: Writer A\ncomradely: Writer B\nnegative: Writer A\nchummy: Writer B\nantagonistic: Writer A\nadverse: Writer A\naffectionate: Writer B\nhearty: Writer B']
60,19,109409,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['comradely: A\nmerry: B\nhostile: B\nopposed: A\nconflicting: A\nhospitable: B\ncollegial: A\nsweet: B\nheartless: B\ninhospitable: B']
61,7,110104,Writes in dialect German.,Writes in standard German.,Kleinere Anpassung,,bar,[[]],standard,friendly,['rude: Writer B\nhostile: Writer B\ncold: Writer A\nhospitable: Writer A\nantipathetic: Writer A\nsweet: Writer B\nunfavorable: Writer A\ngood-natured: Writer B\nchummy: Writer B\ngenial: Writer A']
62,3,25279,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['chummy: Writer A\ngenial: Writer B\ncordial: Writer B\ngracious: Writer B\nmilitant: Writer A\ncontentious: Writer A\nunfavorable: Writer B\nhospitable: Writer A\nantipathetic: Writer A\ncold: Writer A']
63,66,11111,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['warmhearted: Writer A\nchummy: Writer B\nrude: Writer B\nwarm: Writer A\ncordial: Writer A\nadverse: Writer A\ncollegial: Writer A\ncontentious: Writer B\nicy: Writer B\nunfavorable: Writer A']
64,73,97072,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['unsympathetic: Writer A\nantipathetic: Writer A\nunpleasant: Writer A\ncordial: Writer B\ncollegial: Writer B\ncompanionable: Writer B\ncold: Writer A\naffectionate: Writer B\nneighborly: Writer B\nopposed: Writer A']
65,103,116999,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['sweet: Writer B\nhostile: Writer A\nantagonistic: Writer A\nheartless: Writer A\nantipathetic: Writer A\nhearty: Writer B\ncompanionable: Writer B\nchummy: Writer B\ninimical: Writer A\namicable: Writer B']
66,27,127163,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['mortal: A\ngracious: B\nwarmhearted: A\nhospitable: A\namicable: A\nmilitant: B\ninimical: B\ncold: B\nunfriendly: B\nneighborly: A']
67,52,95094,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['cold: Writer A\nloving: Writer B\nconflicting: Writer A\nneighborly: Writer A\nrude: Writer B\nunpleasant: Writer B\ncomradely: Writer A\naffectionate: Writer B\nhostile: Writer A\ncollegial: Writer B']
68,10,35780,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['unpleasant: Writer A\ngood-natured: Writer B\ncompanionable: Writer B\nwarm: Writer B\nicy: Writer A\nmilitant: Writer A\namicable: Writer B\nmerry: Writer B\nrude: Writer A\nnegative: Writer A']
69,78,108960,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['heartless: A\nconflicting: A\naffectionate: B\nnegative: A\nneighborly: B\ncollegial: A\nmerry: B\nopposed: A\ncordial: B\nantagonistic: A']
70,72,91058,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['unfavorable: Writer A\ngracious: Writer B\ninhospitable: Writer A\nneighborly: Writer B\ncordial: Writer B\nwarm: Writer A\ncollegial: Writer B\nunfriendly: Writer A\nhostile: Writer A\ncold: Writer A']
71,35,46523,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['neighborly: Writer A\ninimical: Writer B\nmerry: Writer A\nopposed: Writer B\nunpleasant: Writer A\nsweet: Writer A\nheartless: Writer B\nwarm: Writer A\nchummy: Writer A\nicy: Writer B']
72,29,38387,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['rude: Writer A\nunsympathetic: Writer B\ngood-natured: Writer B\nadverse: Writer A\ncomradely: Writer A\ncontentious: Writer A\nhearty: Writer A\ncollegial: Writer B\nunpleasant: Writer A\nfriendly: Writer B']
73,36,116065,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['neighborly: A\nmilitant: B\nopposed: A\nantipathetic: B\ncold: A\nnegative: B\nfriendly: A\nhospitable: B\nloving: A\ncordial: B']
74,28,37060,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['rude: A\nfriendly: B\nheartless: A\nmortal: B\nunpleasant: A\naffectionate: B\nantagonistic: A\ncomradely: B\nchummy: B\nhospitable: B']
75,54,47531,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['rude: Writer A\nfriendly: Writer B\nnegative: Writer A\nunsympathetic: Writer A\nhospitable: Writer B\ncomradely: Writer B\ninimical: Writer A\ninhospitable: Writer A\nmerry: Writer A\namicable: Writer B']
76,40,94198,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['rude: Writer A\nneighborly: Writer B\nconflicting: Writer A\ngood-natured: Writer B\ncomradely: Writer A\nmilitant: Writer A\ncollegial: Writer A\nfriendly: Writer B\nunsympathetic: Writer A\nunpleasant: Writer A']
77,76,116120,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inhospitable: Writer A\nhearty: Writer A\nloving: Writer B\nhospitable: Writer A\nmortal: Writer B\nconflicting: Writer B\ncomradely: Writer A\nicy: Writer A\nopposed: Writer B\nfriendly: Writer B']
78,62,90276,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['antagonistic: B\nnice: A\nmerry: A\nopposed: B\ncold: A\ngracious: A\nadverse: B\nhearty: A\nconflicting: B\nchummy: A']
79,106,19043,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['Affectionate: Writer B\nOpposed: Writer A\nGenial: Writer B\nAmicable: Writer B\nIcy: Writer A\nInimical: Writer A\nWarm: Writer B\nHostile: Writer A\nInhospitable: Writer A\nGracious: Writer B']
80,97,20798,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['affectionate: B\nadverse: A\ncompanionable: A\nfriendly: A\ncold: A\nhostile: B\nunpleasant: B\ngracious: A\nopposed: A\nsweet: B']
81,80,108847,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inhospitable: A\ncollegial: B\naffectionate: B\nmilitant: A\nunfavorable: B\namicable: B\nicy: A\nchummy: A\nunfriendly: A\nhearty: B']
82,96,94339,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['hospitable: Writer A\ninimical: Writer B\nicy: Writer A\ngood-natured: Writer A\ncordial: Writer A\nchummy: Writer B\nloving: Writer A\nantagonistic: Writer B\nrude: Writer B\nhostile: Writer B']
83,59,45638,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['friendly: Writer A\ninhospitable: Writer B\nunsympathetic: Writer A\ngenial: Writer A\ncold: Writer A\nnegative: Writer B\nnice: Writer A\ngracious: Writer A\nloving: Writer A\nantipathetic: Writer B']
84,67,93007,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['Companionable: Writer A\nNice: Writer B\nUnsympathetic: Writer A\nNegative: Writer A\nGracious: Writer A\nFriendly: Writer B\nAdverse: Writer A\nUnfriendly: Writer B\nMortal: Writer A\nComradely: Writer B']
85,68,110670,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['cordial: Writer A\nantagonistic: Writer B\nmerry: Writer A\nhearty: Writer A\ncold: Writer B\nunfriendly: Writer B\ninimical: Writer B\nwarmhearted: Writer A\nmortal: Writer B\nwarm: Writer A']
86,90,95907,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['hospitable: Writer A\ncollegial: Writer B\ninimical: Writer A\nopposed: Writer A\nmilitant: Writer B\nhearty: Writer A\ncontentious: Writer A\ngenial: Writer B\nneighborly: Writer A\nconflicting: Writer A']
87,56,91300,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['heartless: Writer A\ninhospitable: Writer B\ncold: Writer A\ngood-natured: Writer B\nwarmhearted: Writer B\ncontentious: Writer A\ncordial: Writer B\nloving: Writer B\nhostile: Writer A\nfriendly: Writer B']
88,2,112061,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['antipathetic: Writer B\namicable: Writer A\ncomradely: Writer A\nunpleasant: Writer B\nnice: Writer A\nopposed: Writer B\nunfavorable: Writer B\nheartless: Writer B\ngood-natured: Writer A\nloving: Writer A']
89,63,121570,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['Sweet: B\ngenial: A\nmilitant: A\ncordial: A\nneighborly: B\nnegative: A\nadverse: A\nunfriendly: B\nnice: B']
90,45,111387,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['heartless: Writer A\ngood-natured: Writer B\ncomradely: Writer B\nfriendly: Writer B\nantagonistic: Writer A\nchummy: Writer B\ngenial: Writer B\nopposed: Writer A\nconflicting: Writer A\nunfavorable: Writer A']
91,104,100776,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['adverse: Writer B\nmortal: Writer A\ninhospitable: Writer A\nwarm: Writer B\ngood-natured: Writer B\namicable: Writer B\nneighborly: Writer B\nchummy: Writer A\nhostile: Writer A\nopposed: Writer A']
92,83,113127,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],standard,friendly,['gracious: Writer A\nhospitable: Writer A\nfriendly: Writer A\nneighborly: Writer A\ninhospitable: Writer B\nunpleasant: Writer B\nantagonistic: Writer B\ncollegial: Writer A\nunfavorable: Writer B\nopposed: Writer B']
93,94,128031,Writes in dialect German.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['affectionate: A\ninhospitable: B\nunfavorable: A\nadverse: A\nchummy: B\ncollegial: B\nunpleasant: A\nmortal: A\namicable: B\nwarm: B']
94,21,93813,Writes in dialect German.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['collegial: A\nhospitable: B\ncontentious: A\nhostile: A\nunpleasant: B\nmilitant: A\nchummy: A\nrude: B\nsweet: B\ngracious: B']
