Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,concepts,writer_a,task,answer
14,98,62467,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['hearty: A\nmerry: A\nadverse: B\nwarmhearted: A\nopposed: B\nunfavorable: B\nheartless: B\ngenial: A\nwarm: A\nmilitant: B']
15,65,84470,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['amicable: B\ncomradely: B\nnegative: A\nicy: A\nantipathetic: B\nsweet: B\nantagonistic: B\nnice: B\naffectionate: B\ninimical: A']
16,77,13325,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['genial: B\nunfriendly: A\nhostile: A\ncold: B\namicable: B\nneighborly: A\nheartless: A\nantipathetic: A\nchummy: A\ncollegial: B']
17,32,62518,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['merry: B\ncold: A\nnegative: A\nopposed: A\naffectionate: B\ngood-natured: B\ncomradely: B\nunfavorable: A\nhearty: B\nmilitant: A']
18,7,45200,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['warm: B\nnice: B\nhospitable: B\nantipathetic: A\ncold: A\nunpleasant: A\nloving: B\nadverse: A\nicy: A\ngracious: B']
19,84,59721,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['Opposed: A\nNice: B\nLoving: B\nUnsympathetic: A\nComradely: B\nAntagonistic: A\nCompanionable: B\nHospitable: B\nIcy: A\nAdverse: A']
20,72,64381,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['militant: B\nnice: B\nunpleasant: B\nsweet: B\nhostile: B\nchummy: B\nfriendly: B\ninimical: B\ncollegial: B\nicy: B']
21,51,52989,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['unfavorable: A\nnegative: A\nsweet: B\nunsympathetic: A\nheartless: A\nhearty: B\nhospitable: B\nrude: A\ncomradely: B\ncordial: B']
22,85,52554,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['icy: B\nmortal: A\nunpleasant: B\ninimical: B\nneighborly: B\nmilitant: A\naffectionate: B\nloving: B\nnice: B\ncomradely: B']
23,49,40324,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['Opposed: A\nHearty: B\nHostile: A\nAffectionate: B\nLoving: B\nInimical: A\nHospitable: B\nMilitant: A\nAntipathetic: A\nCollegial: B']
24,76,72839,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['inhospitable: B\nwarm: B\nhostile: B\ngracious: A\nantipathetic: B\nadverse: B\ngenial: B\nneighborly: B\ncomradely: B\nunpleasant: B']
25,31,92307,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['genial: B\nhospitable: B\nhearty: B\ncompanionable: B\nopposed: A\nnegative: A\nconflicting: A\nheartless: A\nadverse: A\ngracious: B']
26,42,35430,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['neighborly: B\nhearty: B\nunsympathetic: A\ncompanionable: B\nheartless: A\nnice: B\nadverse: A\ngracious: B\nantagonistic: A\nicy: A']
27,0,36489,Writes in Alemannic German dialect.,Writes in standard German.,"Der Dialect-Text ist im Perfekt (vollendete Gegenwart) ""isch .. gsii"" und wird üblicherweise im Sprachgebrauch benutzt. Die Übersetzung ist im Präteritum ""war"" (erste Vergangenheitsform). Das Präteritum ist eher Schriftsprache und damit eleganter. ",,als,[[]],standard,friendly,['amicable: A\nhostile: B\ncontentious: B\nwarmhearted: B\nopposed: B\nantagonistic: B\nunfriendly: B\nhearty: B\nneighborly: B\ncollegial: A']
28,56,92412,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['antagonistic: A\nwarm: B\ngracious: B\nwarmhearted: B\nfriendly: B\ninimical: A\nhostile: A\ninhospitable: A\naffectionate: B\nrude: A']
29,15,89207,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['hospitable: B\nneighborly: A\nantagonistic: B\nmilitant: B\ncompanionable: A\ngracious: B\ninhospitable: B\nopposed: B\ngenial: A\ncold: B']
30,75,10184,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['loving: A\ncomradely: A\ngood-natured: A\nnegative: B\nopposed: B\nunsympathetic: B\ncompanionable: A\nunpleasant: B\nhostile: B\ngracious: B']
31,46,68845,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['sweet: A\nantipathetic: B\ninimical: B\nloving: A\ncold: A\ngracious: A\nwarmhearted: B\nhospitable: B\nopposed: B\nunpleasant: B']
32,29,60418,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['negative: A\nmilitant: A\ngenial: B\nunsympathetic: A\nrude: B\nhospitable: B\ninimical: A\nfriendly: B\nhearty: B\nsweet: B']
33,53,2542,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['cold: B\nunfavorable: B\ngenial: B\nantipathetic: B\ncomradely: A\nopposed: B\namicable: B\ngracious: B\nhearty: A\ninhospitable: B']
34,5,57648,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfavorable: B\nunfriendly: A\nopposed: B\nchummy: A\ncordial: B\nloving: A\nicy: B\ngracious: B\nnegative: B\nsweet: A']
35,50,32088,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['warm: A\ngenial: B\ncollegial: A\nopposed: A\nhearty: B\nunfriendly: B\nwarmhearted: B\ninimical: A\ncold: A\nunfavorable: A']
36,13,24884,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['genial: B\ncontentious: B\nicy: B\ngood-natured: A\nsweet: A\nmilitant: B\nadverse: B\nunfriendly: A\ncordial: B\nfriendly: A']
37,14,30042,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unpleasant: A\ngenial: B\nmortal: B\namicable: B\nconflicting: A\ncollegial: B\nunfavorable: A\ncomradely: B\nfriendly: B\ncontentious: A']
38,95,61605,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['loving: A\nmortal: B\namicable: A\ncontentious: B\nnegative: B\ngracious: A\nconflicting: B\ncordial: A\nfriendly: A\nantipathetic: B']
39,60,2091,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['hospitable: B\nsweet: B\ngenial: B\ninimical: B\nantagonistic: B\nfriendly: B\nicy: B\nhostile: B\nadverse: B\nloving: B']
40,91,36504,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['hospitable: B\ngenial: B\nwarmhearted: B\nantagonistic: B\ngracious: A\nnegative: A\nhearty: B\nopposed: B\ncontentious: B\nconflicting: B']
41,71,11797,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['hostile: B\nmilitant: B\ncold: A\ncontentious: B\ncollegial: A\nsweet: A\ncomradely: B\nfriendly: A\nantagonistic: B\nhearty: B']
42,66,62399,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['contentious: B\nmilitant: B\nrude: B\namicable: A\nsweet: A\nmerry: B\nchummy: B\ninimical: B\nopposed: B\nloving: A']
43,6,19719,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],standard,friendly,['neighborly: B\nhostile: B\nnice: A\ncomradely: B\ncold: A\nhospitable: B\nmilitant: B\ninimical: B\naffectionate: B\nopposed: A']
44,37,16104,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['cold: B\nsweet: B\ninimical: B\ngenial: B\nantipathetic: B\nnice: B\nwarm: B\ncontentious: B\namicable: B\nunsympathetic: B']
45,100,36498,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],dialect,friendly,['heartless: B\nantagonistic: B\ngood-natured: A\nhostile: B\nwarm: A\ncordial: A\namicable: A\nmilitant: B\ncold: B\nfriendly: A']
46,23,72809,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['unfriendly: A\ninhospitable: A\nunfavorable: B\nhearty: A\nheartless: A\nadverse: B\naffectionate: B\nsweet: B\ncomradely: A\ngracious: B']
47,35,35418,Writes in Alemannic German dialect.,Writes in standard German.,Ende entfernt,,als,[[]],standard,friendly,['genial: A\nmortal: A\ninhospitable: B\ncompanionable: B\nunfavorable: A\nmilitant: A\nmerry: B\nneighborly: B\namicable: B\nunpleasant: A']
48,19,25754,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['warm: B\nwarmhearted: B\nunfavorable: B\nunfriendly: A\ncollegial: B\ncompanionable: B\ngracious: B\nmortal: B\ninimical: A\nheartless: A']
49,62,7866,Writes in Alemannic German dialect.,Writes in standard German.,1,,als,[[]],dialect,friendly,['gracious: B\ncold: B\nantagonistic: B\namicable: B\nunpleasant: B\nsweet: B\nopposed: B\nmilitant: B\nhearty: A\nwarmhearted: A']
50,46,114034,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['affectionate: B\ninhospitable: A\nunfavorable: B\nsweet: B\nfriendly: B\ncompanionable: B\ncold: A\nadverse: B\nwarm: B\nantagonistic: A']
51,30,108644,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['hearty: A\nconflicting: B\nsweet: A\nneighborly: A\nrude: B\ncollegial: B\nunsympathetic: B\ncomradely: A\nadverse: B\ninimical: B']
52,69,111936,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['nice: B\nloving: B\namicable: B\ninimical: B\nmortal: B\nrude: A\ngood-natured: B\ngenial: B\nunfriendly: A\ninhospitable: A']
53,91,101420,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['hostile: B\nantagonistic: B\nadverse: A\ngracious: A\nhearty: B\nmerry: B\nrude: B\ngood-natured: A\namicable: A\nmilitant: B']
54,17,35808,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['cold: A\nmortal: A\nhospitable: B\nheartless: A\nunpleasant: A\nloving: B\namicable: B\ngood-natured: B\ninimical: A\nfriendly: B']
55,107,112676,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['loving: A\ncordial: A\nantipathetic: B\ninimical: B\nhostile: B\nantagonistic: B\nwarm: A\nrude: B\nhearty: B\ncompanionable: A']
56,0,90791,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['companionable: A\nmortal: A\nmerry: B\nicy: A\nunsympathetic: A\naffectionate: B\nhearty: B\nadverse: A\nfriendly: B\ninhospitable: A']
57,65,26557,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['Conflicting: B\nUnfriendly: B\nComradely: A\nIcy: B\nInhospitable: B\nLoving: A\nAffectionate: A\nWarmhearted: A\nCompanionable: A\nContentious: B']
58,15,111803,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['merry: A\ncomradely: A\nadverse: B\nunfriendly: B\ninimical: B\nconflicting: B\namicable: A\nnice: A\ngenial: A\nunpleasant: B']
59,26,92835,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['icy: B\ncomradely: B\nunfavorable: B\nopposed: B\nloving: B\nnice: B\ngenial: B\nunsympathetic: B\nantagonistic: B\nhearty: A']
60,19,109409,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['heartless: A\nchummy: B\nunfriendly: A\nopposed: A\nwarmhearted: B\namicable: B\ninimical: A\nmilitant: A\nnice: B\nfriendly: B']
61,7,110104,Writes in Bavarian German dialect.,Writes in standard German.,Kleinere Anpassung,,bar,[[]],standard,friendly,['friendly: A\ncold: A\ncomradely: B\nheartless: A\nsweet: B\ncollegial: A\ninimical: A\nloving: B\ncontentious: A\nantipathetic: A']
62,3,25279,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['collegial: B\nsweet: B\nconflicting: B\nneighborly: B\nicy: A\ngenial: B\ncold: A\nunpleasant: A\ngracious: B\nheartless: A']
63,66,11111,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['warm: B\ngood-natured: B\nopposed: A\nunfavorable: A\nmortal: A\nchummy: B\ngracious: B\naffectionate: B\nnegative: A\nunpleasant: A']
64,73,97072,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['Unfavorable: A\nCollegial: A\nAmicable: A\nContentious: B\nRude: B\nGracious: A\nCordial: A\nConflicting: B\nAntagonistic: B\nSweet: A']
65,103,116999,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['rude: A\nantipathetic: A\ninimical: A\nchummy: B\nmortal: B\nconflicting: B\nwarm: B\ncordial: B\nmerry: B\ncollegial: B']
66,27,127163,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['unsympathetic: B\nunpleasant: B\ncold: B\ngenial: A\nicy: B\namicable: A\nwarmhearted: A\nfriendly: A\nneighborly: A\nheartless: B']
67,52,95094,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['good-natured: A\ncold: B\ngenial: A\nchummy: B\nicy: B\nwarm: A\nmerry: B\nadverse: A\nopposed: A\nheartless: B']
68,10,35780,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['unfavorable: A\nchummy: B\nneighborly: B\nopposed: A\nhospitable: B\nrude: A\nsweet: B\ncontentious: A\nheartless: A\ngenial: B']
69,78,108960,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['loving: B\nheartless: A\ngenial: B\ngracious: A\nnegative: A\nchummy: B\ninhospitable: A\ncomradely: B\ninimical: A\nunpleasant: A']
70,72,91058,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['nice: B\nopposed: B\nmilitant: B\naffectionate: B\ninimical: B\ncompanionable: B\nnegative: B\ncold: B\ngood-natured: B\nchummy: B']
71,35,46523,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['good-natured: A\ncollegial: A\nunsympathetic: B\nmilitant: B\nhospitable: A\nantipathetic: B\ncontentious: B\nantagonistic: B\ncomradely: A\nsweet: A']
72,29,38387,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['warm: B\ncompanionable: B\nchummy: B\namicable: B\nunpleasant: A\nnice: B\nconflicting: A\ncontentious: A\ninhospitable: A\nnegative: A']
73,36,116065,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['companionable: A\ngood-natured: B\nhearty: B\namicable: A\nnegative: A\nmortal: A\nconflicting: A\nopposed: A\ninhospitable: B\ncomradely: B']
74,28,37060,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['collegial: A\nwarm: B\nopposed: A\nsweet: B\ninhospitable: B\nmerry: B\nmortal: A\ngenial: B\nconflicting: A\nhostile: A']
75,54,47531,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['cold: B\nopposed: B\nneighborly: A\ncomradely: A\nunfriendly: B\nwarmhearted: A\nunfavorable: B\nwarm: A\nsweet: A\nheartless: B']
76,40,94198,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['chummy: B\nhearty: B\nopposed: A\nicy: A\nadverse: A\nheartless: A\naffectionate: B\nsweet: B\nwarmhearted: B\nunsympathetic: A']
77,76,116120,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['comradely: B\nhostile: B\nchummy: B\ngracious: B\nnice: B\nicy: B\nunfriendly: B\nfriendly: B\nunsympathetic: B\nantipathetic: B']
78,62,90276,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['warm: B\nunfriendly: B\ngenial: B\nunpleasant: B\ncold: A\nfriendly: B\nloving: B\nantipathetic: B\ncontentious: A\naffectionate: B']
79,106,19043,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['contentious: B\nfriendly: B\nunsympathetic: B\nchummy: A\nmerry: A\nmilitant: B\ninimical: B\nunfavorable: B\ncordial: B\nneighborly: A']
80,97,20798,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['amicable: A\nwarm: B\nheartless: A\ninhospitable: B\ngood-natured: B\nopposed: A\nrude: A\ncomradely: B\nadverse: A\ngenial: B']
81,80,108847,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['mortal: A\nchummy: B\nconflicting: A\nwarm: B\nunpleasant: A\ngood-natured: B\nantagonistic: A\nopposed: A\ngenial: B\nhearty: B']
82,96,94339,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['mortal: A\ncollegial: A\ninimical: A\ninhospitable: B\nmerry: B\ncomradely: A\nhearty: B\nopposed: A\nwarmhearted: B\nhostile: A']
83,59,45638,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['hearty: A\ngenial: A\nhostile: B\nunfriendly: B\nfriendly: A\nrude: B\nwarm: A\ncold: B\ncordial: B\nantagonistic: B']
84,67,93007,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['adverse: A\nneighborly: B\naffectionate: B\nsweet: B\nicy: A\ncontentious: A\nrude: A\nunsympathetic: A\nhospitable: B\nwarm: B']
85,68,110670,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['companionable: A\nmilitant: A\ngenial: B\nmerry: B\ncollegial: A\nsweet: B\nmortal: A\nunfriendly: A\nunpleasant: A\ncontentious: A']
86,90,95907,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inimical: B\nrude: A\nchummy: B\nicy: B\ngenial: B\ncomradely: B\ncompanionable: B\nantipathetic: B\nmilitant: B\ncollegial: B']
87,56,91300,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['inhospitable: B\nopposed: B\ngracious: B\nrude: A\nconflicting: B\nmerry: A\nunfavorable: B\nhearty: A\ncollegial: B\nchummy: A']
88,2,112061,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unfriendly: B\ngenial: B\ncordial: A\nneighborly: B\nmilitant: A\nhearty: B\nantagonistic: A\nheartless: A\ncompanionable: B\nconflicting: A']
89,63,121570,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['unpleasant: A\ngood-natured: B\nloving: B\ncold: A\nconflicting: A\nnice: B\nwarm: B\nunfavorable: A\ncontentious: A\ncompanionable: B']
90,45,111387,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['hostile: A\nunsympathetic: A\nantipathetic: A\ncordial: B\nfriendly: B\nneighborly: B\ncompanionable: B\nmerry: B\nunpleasant: A\ncold: A']
91,104,100776,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['inhospitable: A\ncordial: B\nopposed: A\nantipathetic: A\nnice: B\nunfriendly: A\nhearty: B\nmortal: A\nneighborly: B\nwarmhearted: B']
92,83,113127,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['mortal: A\ngood-natured: B\nunpleasant: B\nhostile: B\nicy: A\nneighborly: B\nsweet: B\ncordial: B\nchummy: B\nrude: B']
93,94,128031,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],dialect,friendly,['contentious: B\nmilitant: B\ngenial: B\ncollegial: B\nopposed: B\nunfriendly: B\nunfavorable: B\nwarm: B\nsweet: B\nwarmhearted: B']
94,21,93813,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['Conflicting: A\nCollegial: A\nRude: B\nMilitant: B\nSweet: A\nUnfavorable: A\nNice: A\nCompanionable: A\nHostile: B\nGood-natured: A']
95,92,34225,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['loving: A\nneighborly: A\ncollegial: B\naffectionate: A\nconflicting: B\nicy: B\ncontentious: B\nhostile: B\nnice: A\nunfavorable: B']
96,13,25202,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['unpleasant: A\ncompanionable: B\namicable: B\ngracious: B\nunfavorable: A\ngood-natured: B\nneighborly: B\nheartless: A\nnegative: A\nconflicting: A']
97,50,83230,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,[[]],standard,friendly,['antipathetic: A\ninimical: A\nconflicting: A\nicy: A\nhospitable: B\nhearty: B\nneighborly: B\nhostile: A\nloving: B\ngood-natured: B']
98,18,27153,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],dialect,friendly,['adverse: B\ncordial: B\nmerry: B\nantipathetic: B\nloving: B\ninimical: B\ngood-natured: B\nantagonistic: B\nconflicting: B\naffectionate: B']
99,22,105801,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,[[]],standard,friendly,['cordial: A\nunpleasant: A\nrude: A\nunfriendly: A\nadverse: A\ngenial: B\nwarm: B\nchummy: B\nloving: B\nopposed: A']
100,44,8646,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['icy: A\ngood-natured: B\nunfriendly: B\nhospitable: B\nwarm: B\nmortal: A\ncordial: B\nrude: B\ncold: A\nsweet: B']
101,5,50174,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,[[]],dialect,friendly,['negative: A\nheartless: A\ngracious: B\ncold: A\ncontentious: A\nunfavorable: A\nwarm: B\nmerry: A\ngood-natured: B\ncomradely: A']
102,76,36279,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['loving: A\nadverse: A\ngenial: B\ncold: A\nrude: B\nhearty: B\nwarmhearted: B\nicy: A\nhospitable: B\nheartless: A']
103,88,23893,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['icy: A\ngenial: B\nchummy: B\nmerry: B\ninhospitable: A\ncontentious: A\nhostile: A\nnegative: A\ncordial: B\ngood-natured: B']
104,4,39817,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],dialect,friendly,['companionable: B\nneighborly: B\nrude: A\nicy: B\nheartless: B\naffectionate: B\nmerry: A\namicable: B\ninhospitable: A\nunfavorable: B']
105,8,42479,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],dialect,friendly,['friendly: B\nantipathetic: B\nunfriendly: B\nmilitant: B\ngracious: B\nnegative: B\ngenial: B\nloving: B\nrude: B\ncomradely: B']
106,73,38016,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['companionable: A\naffectionate: B\nantipathetic: A\nunsympathetic: A\nmilitant: B\nnice: A\nmortal: A\ncollegial: A\nconflicting: B\nwarmhearted: B']
107,91,44172,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,[[]],standard,friendly,['cold: A\nloving: B\ngenial: B\nnegative: A\nhospitable: B\ncordial: B\nhostile: A\nunfavorable: A\ncollegial: B\nheartless: A']
